picture_height,payment_MLATB,condition,sold_quantity,available_quantity,automatic_relist,title_length,picture_width,listing_type_id,payment_MLAOT,shipping_mode_binary
485.0,0,1,1,10,0,59,497.0,bronze,0,1
411.0,1,1,2,2,0,36,243.0,silver,0,1
375.0,1,1,0,1,0,57,500.0,bronze,1,0
375.0,1,0,0,1,0,47,500.0,free,1,0
500.0,1,1,0,1,0,55,375.0,bronze,0,1
281.0,1,0,0,1,0,57,500.0,bronze,0,1
500.0,1,0,0,1,0,53,280.0,free,0,0
357.0,0,0,0,1,0,60,500.0,bronze,0,0
375.0,1,0,0,1,0,31,500.0,free,0,0
369.0,0,1,1,19,0,26,500.0,bronze,1,0
397.0,0,0,0,1,0,21,242.0,bronze,0,1
372.0,0,1,0,5,0,31,500.0,bronze,0,1
210.0,1,1,5,6,0,60,210.0,silver,1,0
500.0,0,1,0,1,0,15,281.0,free,0,0
500.0,1,0,0,1,0,60,375.0,bronze,0,0
373.0,0,0,0,1,0,48,499.0,bronze,0,1
375.0,1,0,0,1,0,55,500.0,bronze,0,0
500.0,0,0,0,1,0,55,375.0,free,0,0
268.0,1,0,0,1,0,41,500.0,bronze,1,0
499.0,1,1,0,20,0,56,396.0,bronze,1,0
375.0,0,1,0,1,0,58,500.0,bronze,0,0
500.0,1,0,0,1,0,45,375.0,free,0,0
500.0,1,1,1,9,0,58,500.0,bronze,1,1
375.0,0,0,0,1,0,51,500.0,free,0,1
417.0,1,1,1,2,0,57,500.0,silver,1,1
500.0,1,0,0,1,0,35,282.0,bronze,0,1
500.0,0,0,0,1,0,45,375.0,free,0,0
322.0,0,0,0,1,0,49,499.0,bronze,0,1
371.0,1,0,0,2,0,57,478.0,free,0,0
500.0,1,0,1,7,0,42,220.0,bronze,0,0
375.0,0,0,0,1,0,24,500.0,bronze,0,1
261.0,0,1,11,3,0,45,224.0,silver,0,1
375.0,0,1,0,1,0,89,500.0,silver,0,0
375.0,0,1,0,1,0,56,500.0,bronze,0,0
500.0,0,0,0,1,0,13,488.0,free,0,0
500.0,0,0,0,1,0,27,375.0,bronze,0,0
375.0,1,1,2,1,0,26,500.0,bronze,0,0
220.0,1,1,0,2,0,46,196.0,bronze,0,1
500.0,1,0,0,1,0,37,375.0,bronze,1,1
333.0,0,0,0,1,0,46,500.0,bronze,0,0
500.0,0,0,0,1,0,32,375.0,bronze,0,0
281.0,1,0,0,2,0,25,500.0,free,0,0
500.0,1,0,0,1,0,56,375.0,bronze,1,0
375.0,1,1,2,1,0,34,500.0,bronze,0,0
500.0,0,1,0,1,0,59,336.0,silver,0,0
448.0,0,0,0,1,0,21,336.0,free,0,1
375.0,1,1,0,1,0,42,500.0,bronze,0,0
375.0,0,0,0,1,0,59,500.0,bronze,0,0
374.0,0,1,0,6,0,40,500.0,silver,0,0
287.0,1,1,0,2,0,56,500.0,bronze,1,1
500.0,0,0,0,1,0,58,376.0,bronze,0,1
377.0,1,1,0,10,0,44,500.0,bronze,0,1
375.0,0,1,0,1,0,23,500.0,bronze,0,0
331.0,0,1,0,1,0,53,500.0,bronze,0,0
448.0,0,1,0,26,1,48,328.0,gold_special,1,1
281.0,0,1,0,1,0,43,500.0,bronze,0,0
281.0,1,1,0,1,0,29,500.0,bronze,0,0
500.0,1,0,0,1,0,50,358.0,bronze,1,0
500.0,0,0,0,1,0,24,280.0,free,0,0
434.0,0,1,0,3,0,59,294.0,bronze,0,1
375.0,1,0,0,1,0,46,500.0,free,0,0
500.0,0,1,0,20,0,48,333.0,bronze,0,0
500.0,1,0,0,1,0,23,320.0,free,1,1
500.0,0,0,0,1,0,48,375.0,free,0,0
337.0,1,1,0,1,0,40,500.0,bronze,1,1
281.0,0,1,0,1,0,28,500.0,bronze,0,1
500.0,1,1,0,1,0,57,500.0,gold_special,1,1
281.0,1,1,0,9,0,39,500.0,bronze,1,1
281.0,1,1,0,9,0,39,500.0,bronze,1,1
281.0,1,1,0,9,0,39,500.0,bronze,1,1
281.0,1,1,0,9,0,39,500.0,bronze,1,1
281.0,1,1,0,9,0,39,500.0,bronze,1,1
281.0,1,1,0,9,0,39,500.0,bronze,1,1
281.0,1,1,0,9,0,39,500.0,bronze,1,1
281.0,1,1,0,9,0,39,500.0,bronze,1,1
281.0,1,1,0,9,0,39,500.0,bronze,1,1
499.0,0,0,0,1,0,60,374.0,free,0,1
283.0,0,0,0,1,0,52,500.0,bronze,0,1
400.0,0,1,0,1,0,44,500.0,free,0,0
500.0,0,1,0,1,0,35,374.0,bronze,0,0
500.0,0,1,0,50,0,26,500.0,bronze,0,1
500.0,0,1,0,50,0,26,500.0,bronze,0,1
500.0,0,1,0,50,0,26,500.0,bronze,0,1
500.0,0,1,0,50,0,26,500.0,bronze,0,1
500.0,0,1,0,50,0,26,500.0,bronze,0,1
500.0,0,1,0,50,0,26,500.0,bronze,0,1
500.0,0,1,0,50,0,26,500.0,bronze,0,1
500.0,0,1,0,50,0,26,500.0,bronze,0,1
500.0,0,1,0,50,0,26,500.0,bronze,0,1
500.0,0,1,0,50,0,26,500.0,bronze,0,1
500.0,0,0,0,1,0,32,375.0,bronze,0,1
500.0,1,1,1,1,0,40,375.0,bronze,0,1
138.0,0,0,0,1,0,47,140.0,free,0,1
375.0,0,0,0,1,0,31,500.0,bronze,0,1
375.0,0,0,0,1,0,47,500.0,free,0,0
500.0,0,0,0,1,0,60,339.0,bronze,0,1
260.0,1,1,4,1,0,56,500.0,silver,0,0
320.0,1,1,1,1,0,53,240.0,bronze,1,1
320.0,1,1,1,1,0,53,240.0,bronze,1,1
375.0,1,1,0,4,0,60,500.0,silver,1,0
435.0,0,0,0,1,0,42,500.0,bronze,0,1
500.0,1,1,0,1,0,41,375.0,bronze,0,1
498.0,0,1,1,1,0,43,500.0,bronze,0,1
500.0,1,0,0,1,0,17,375.0,bronze,0,0
375.0,0,1,5,1,0,39,500.0,bronze,0,0
500.0,1,1,0,10,0,42,500.0,bronze,1,0
500.0,0,0,0,1,0,60,374.0,free,0,0
321.0,0,1,0,10,0,44,500.0,bronze,0,1
500.0,1,1,5,2,0,52,375.0,bronze,1,0
500.0,0,0,0,1,0,38,363.0,bronze,0,0
375.0,0,0,0,1,0,46,500.0,bronze,1,1
500.0,1,0,0,1,0,45,375.0,bronze,0,1
375.0,1,1,10,14,0,36,500.0,bronze,1,1
375.0,1,1,10,14,0,36,500.0,bronze,1,1
375.0,1,1,10,14,0,36,500.0,bronze,1,1
375.0,1,1,10,14,0,36,500.0,bronze,1,1
492.0,1,1,4,16,0,51,420.0,bronze,1,1
492.0,1,1,4,16,0,51,420.0,bronze,1,1
492.0,1,1,4,16,0,51,420.0,bronze,1,1
492.0,1,1,4,16,0,51,420.0,bronze,1,1
492.0,1,1,4,16,0,51,420.0,bronze,1,1
375.0,0,0,0,1,0,43,500.0,free,0,0
500.0,1,0,0,1,0,38,375.0,bronze,0,0
281.0,0,1,0,1,0,29,500.0,bronze,0,0
250.0,1,1,0,1,0,57,250.0,bronze,0,0
500.0,1,0,0,1,0,53,375.0,bronze,0,0
500.0,1,1,0,1,0,16,375.0,bronze,0,1
381.0,0,1,0,1,0,41,500.0,silver,0,0
500.0,1,1,0,1,0,50,423.0,bronze,1,1
281.0,0,0,0,1,0,10,500.0,free,0,0
300.0,1,1,1,1,0,55,300.0,bronze,0,1
500.0,0,0,0,50,0,52,375.0,bronze,0,1
375.0,0,0,0,1,0,60,500.0,silver,0,0
281.0,0,1,0,10,0,47,500.0,bronze,0,0
500.0,1,1,0,2,0,60,240.0,bronze,0,0
500.0,1,1,7,14,1,59,253.0,gold_premium,0,1
231.0,0,1,0,1,0,37,154.0,bronze,0,1
375.0,0,0,0,1,0,40,500.0,bronze,0,0
500.0,1,1,0,2,0,26,366.0,bronze,1,0
500.0,1,0,0,1,0,58,375.0,bronze,0,1
500.0,0,1,0,1,0,22,375.0,bronze,0,0
500.0,1,0,0,1,0,32,375.0,bronze,0,1
500.0,0,0,0,1,0,35,375.0,bronze,0,1
500.0,1,1,5,2,0,43,500.0,silver,1,1
500.0,0,1,4,6,0,54,450.0,bronze,0,0
374.0,1,0,0,1,0,25,500.0,free,0,0
500.0,1,1,0,1,0,40,342.0,bronze,0,1
500.0,0,0,0,1,0,36,375.0,bronze,0,0
404.0,0,0,14,9,0,42,500.0,bronze,0,1
500.0,0,0,0,1,0,59,350.0,bronze,0,1
500.0,1,1,1,4,0,37,375.0,silver,0,1
345.0,1,0,0,1,0,56,500.0,bronze,1,1
500.0,0,0,0,1,0,60,464.0,bronze,0,0
333.0,1,1,0,1,1,45,500.0,gold_special,1,1
400.0,1,1,1,4,0,56,400.0,bronze,0,0
500.0,0,0,0,1,0,60,407.0,free,0,1
359.0,0,1,0,1,0,45,226.0,bronze,0,1
500.0,1,1,0,1,0,37,500.0,free,1,0
375.0,1,0,0,1,0,53,500.0,bronze,1,0
500.0,1,1,0,10,0,59,351.0,bronze,1,1
375.0,0,0,0,1,0,34,500.0,free,0,1
250.0,0,0,0,1,0,28,250.0,bronze,0,1
500.0,0,1,0,100,0,59,281.0,bronze,0,1
315.0,1,1,2,97,1,57,315.0,gold_special,1,1
300.0,1,1,0,20,0,47,300.0,bronze,0,0
375.0,1,0,0,1,0,39,500.0,free,0,0
500.0,1,0,0,1,0,38,425.0,bronze,1,1
375.0,1,0,0,1,0,22,500.0,silver,1,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,0,1,1,12,0,46,500.0,bronze,0,1
500.0,1,1,0,2,0,60,437.0,bronze,1,1
115.0,1,1,1,1,0,34,69.0,bronze,0,1
375.0,1,1,0,1,0,56,500.0,bronze,1,1
500.0,0,0,0,1,0,60,375.0,free,0,0
500.0,0,0,0,1,0,56,363.0,bronze,0,1
500.0,1,0,0,1,0,30,375.0,bronze,0,1
375.0,0,0,0,1,0,60,500.0,bronze,0,1
425.0,0,1,0,1,0,40,500.0,bronze,0,1
500.0,0,0,0,3,0,21,281.0,free,0,1
500.0,0,0,0,3,0,21,281.0,free,0,1
93.0,1,1,3,1,0,58,500.0,gold,1,0
375.0,0,0,0,1,0,51,500.0,gold,0,0
500.0,1,0,0,3,0,46,375.0,bronze,1,1
500.0,1,0,0,1,0,35,375.0,bronze,0,1
450.0,1,1,0,5,0,28,450.0,bronze,0,1
450.0,1,1,0,5,0,28,450.0,bronze,0,1
450.0,1,1,0,5,0,28,450.0,bronze,0,1
450.0,1,1,0,5,0,28,450.0,bronze,0,1
450.0,1,1,0,5,0,28,450.0,bronze,0,1
280.0,1,0,0,1,0,20,500.0,free,0,0
500.0,0,0,0,1,0,38,281.0,free,0,0
500.0,1,0,0,1,0,56,375.0,bronze,1,0
186.0,1,1,0,5,0,35,293.0,bronze,0,0
375.0,1,0,0,1,0,57,500.0,free,0,0
390.0,1,1,4,2,0,43,500.0,silver,0,0
375.0,0,0,0,1,0,37,500.0,bronze,0,0
500.0,1,1,1,1,0,44,500.0,silver,1,0
400.0,0,1,1,95,1,47,400.0,gold,1,0
500.0,0,1,11,185,0,47,500.0,bronze,0,1
375.0,0,0,0,1,0,47,500.0,bronze,1,1
375.0,0,0,0,1,0,39,500.0,free,0,1
500.0,0,0,0,1,0,51,333.0,free,0,1
500.0,1,0,0,1,0,24,309.0,free,1,0
280.0,1,1,2,1,0,59,280.0,bronze,1,0
375.0,0,1,0,1,0,41,500.0,free,0,0
375.0,1,0,0,1,0,58,500.0,free,0,1
332.0,1,1,0,1,0,28,500.0,bronze,0,0
500.0,0,1,0,1,0,37,412.0,silver,0,0
500.0,0,0,0,1,0,48,373.0,silver,0,0
500.0,1,1,2,3,0,52,375.0,silver,0,1
235.0,0,1,0,1,0,56,215.0,bronze,1,0
383.0,1,1,1,5,1,54,500.0,gold_special,1,1
500.0,0,0,0,1,0,28,376.0,free,0,1
375.0,0,0,0,1,0,23,500.0,free,0,0
375.0,1,1,2,24,0,53,500.0,bronze,1,1
475.0,1,0,0,2,0,33,316.0,bronze,1,1
207.0,0,0,0,1,0,34,500.0,free,0,1
499.0,1,0,0,1,0,34,352.0,bronze,0,0
348.0,0,1,0,1,0,57,500.0,bronze,0,0
370.0,1,1,0,3,1,59,392.0,silver,0,1
395.0,0,0,0,1,0,47,41.0,free,0,1
500.0,0,1,0,1,0,60,323.0,bronze,0,0
500.0,0,0,0,1,0,46,364.0,bronze,0,0
500.0,0,0,0,1,0,60,375.0,free,0,0
444.0,1,1,106,2,1,50,500.0,gold_special,0,1
375.0,1,0,0,1,0,26,500.0,free,0,0
375.0,0,0,0,1,0,25,500.0,bronze,0,1
281.0,1,1,0,1,0,51,500.0,silver,1,0
500.0,0,1,4,78,0,59,500.0,bronze,0,0
375.0,0,0,0,1,0,20,500.0,bronze,0,0
300.0,0,1,0,1,0,50,300.0,bronze,0,0
500.0,0,0,0,1,0,32,375.0,free,0,1
375.0,0,0,0,1,0,44,500.0,bronze,1,1
375.0,1,1,0,1,0,55,500.0,bronze,1,0
375.0,0,0,0,1,0,51,500.0,bronze,0,1
492.0,1,1,0,1,0,58,500.0,bronze,1,1
375.0,0,0,0,1,0,47,500.0,bronze,0,0
500.0,1,1,0,1,0,32,375.0,bronze,1,1
303.0,1,1,0,1,0,55,500.0,bronze,0,1
500.0,1,1,0,1,1,57,458.0,gold_special,0,1
500.0,1,1,20,25,1,60,440.0,gold_special,1,0
375.0,0,1,0,1,0,30,500.0,silver,0,0
375.0,1,0,0,1,0,58,500.0,bronze,0,0
500.0,0,0,0,1,0,32,366.0,bronze,0,1
500.0,0,1,0,1,0,31,437.0,bronze,0,0
216.0,0,1,0,1,0,58,297.0,bronze,0,0
250.0,0,0,0,1,0,41,250.0,bronze,0,1
167.0,0,1,0,1,1,25,250.0,gold_special,0,0
400.0,0,0,0,1,0,35,500.0,free,0,1
500.0,1,1,0,1,0,15,411.0,bronze,0,1
300.0,1,0,0,1,0,24,200.0,free,1,1
500.0,1,1,0,2,0,12,300.0,bronze,1,1
375.0,0,0,0,1,0,51,500.0,free,0,0
500.0,1,1,2,1,0,49,500.0,silver,1,0
500.0,1,0,0,1,0,58,375.0,free,1,0
196.0,1,1,0,9,0,49,258.0,bronze,0,0
500.0,1,0,0,1,0,49,500.0,free,1,1
500.0,1,1,0,1,0,57,375.0,bronze,1,0
454.0,1,1,4,1,0,32,454.0,bronze,1,1
320.0,0,0,0,1,0,40,240.0,free,0,0
375.0,0,1,2,114,0,20,500.0,bronze,0,1
380.0,0,0,0,1,0,5,270.0,free,0,0
422.0,0,0,0,1,0,59,500.0,bronze,0,1
500.0,0,1,0,2,1,57,500.0,gold_special,0,0
500.0,1,0,0,1,0,54,375.0,bronze,0,1
500.0,1,1,0,1,0,30,347.0,bronze,1,1
500.0,0,1,0,1,0,60,301.0,bronze,0,1
500.0,1,1,0,10,0,52,353.0,bronze,1,0
499.0,1,1,30,1,0,60,500.0,silver,0,0
310.0,1,1,0,99,0,57,250.0,bronze,1,0
375.0,0,0,0,1,0,35,500.0,bronze,0,1
160.0,0,1,0,5,0,52,129.0,bronze,0,1
280.0,0,0,0,3,0,35,500.0,bronze,0,0
280.0,0,0,0,3,0,35,500.0,bronze,0,0
280.0,0,0,0,3,0,35,500.0,bronze,0,0
500.0,1,1,0,1,0,53,328.0,bronze,1,1
499.0,0,0,0,1,0,50,335.0,free,0,0
371.0,0,1,6,3,0,35,500.0,bronze,1,1
480.0,1,1,0,1000,0,59,480.0,bronze,0,1
320.0,0,1,0,1,0,42,240.0,bronze,0,1
375.0,0,0,0,1,0,45,500.0,free,0,1
500.0,0,0,0,1,0,28,328.0,bronze,0,1
500.0,1,1,0,50,0,50,500.0,bronze,1,1
500.0,0,1,0,1,0,59,500.0,bronze,0,1
500.0,1,0,0,1,0,23,375.0,bronze,1,1
500.0,0,1,0,15,0,39,272.0,bronze,0,0
173.0,0,1,0,1,0,55,209.0,bronze,0,0
500.0,1,1,1,4,1,43,500.0,gold_special,1,1
500.0,0,0,0,1,0,36,375.0,free,0,1
375.0,0,0,0,1,0,15,500.0,free,0,1
500.0,0,0,0,1,1,50,500.0,gold_special,0,0
427.0,0,1,0,5,1,58,500.0,silver,0,1
375.0,1,0,0,1,0,56,500.0,bronze,0,1
500.0,1,0,0,1,0,53,375.0,bronze,0,0
500.0,1,1,0,1,0,60,375.0,bronze,0,0
500.0,1,1,0,7,0,41,500.0,bronze,1,1
266.0,0,0,0,1,0,19,500.0,bronze,0,0
375.0,0,0,0,1,0,36,500.0,free,0,0
220.0,1,1,0,10,0,59,220.0,bronze,1,1
500.0,1,1,0,1,0,58,280.0,bronze,1,0
500.0,1,1,1,1,0,40,375.0,bronze,1,1
375.0,0,0,0,1,0,25,500.0,free,0,0
500.0,0,0,0,1,0,46,375.0,free,1,1
436.0,1,1,1,5,0,27,409.0,bronze,1,1
500.0,1,0,0,1,0,45,457.0,bronze,1,1
500.0,1,0,0,1,0,59,375.0,free,0,1
500.0,0,0,0,1,0,59,375.0,bronze,0,1
242.0,0,0,0,1,0,60,500.0,free,0,0
374.0,1,0,0,1,0,44,500.0,bronze,0,1
394.0,0,1,0,1,0,58,470.0,bronze,0,0
500.0,0,0,0,1,0,45,365.0,gold_premium,0,1
500.0,0,0,0,2,0,60,500.0,free,0,1
375.0,0,1,0,1,0,60,500.0,silver,0,1
375.0,1,0,0,1,0,59,500.0,free,0,0
500.0,0,1,0,1,0,14,300.0,silver,0,0
500.0,1,1,6,194,1,58,500.0,gold_special,1,0
90.0,1,0,0,1,0,44,90.0,bronze,0,1
224.0,0,0,0,1,0,52,224.0,free,0,1
375.0,1,0,1,1,0,22,500.0,bronze,1,0
375.0,0,0,0,1,0,40,500.0,bronze,0,1
500.0,1,1,0,6,0,60,500.0,bronze,1,1
400.0,1,1,0,1,0,59,400.0,bronze,1,0
375.0,0,0,0,1,0,54,500.0,bronze,0,0
500.0,0,0,1,1,0,53,332.0,free,0,0
375.0,1,1,1,10,0,52,500.0,bronze,1,1
280.0,0,0,0,1,0,26,500.0,free,0,1
370.0,0,1,0,20,1,30,370.0,gold_special,0,0
297.0,0,0,0,1,0,25,500.0,free,0,0
312.0,0,1,3,4,0,22,500.0,silver,0,1
500.0,0,1,0,1,0,46,389.0,silver,0,1
365.0,1,1,1,1,0,58,334.0,bronze,0,1
499.0,0,1,0,1,0,27,422.0,bronze,0,1
375.0,1,1,1,1,0,58,500.0,bronze,1,0
375.0,1,1,0,1,0,56,500.0,bronze,0,0
375.0,0,0,0,1,0,59,500.0,free,0,0
500.0,1,0,0,1,0,59,319.0,bronze,1,1
441.0,1,1,0,1,0,53,500.0,bronze,1,0
375.0,1,0,0,1,0,56,500.0,bronze,0,1
500.0,0,1,12,8,0,47,500.0,bronze,0,1
281.0,1,0,0,1,1,29,500.0,gold_special,1,0
500.0,1,0,0,2,0,60,363.0,bronze,1,1
373.0,1,0,0,1,0,59,500.0,bronze,0,1
311.0,0,0,0,1,0,57,234.0,bronze,0,1
332.0,1,1,0,10,0,55,500.0,bronze,0,1
500.0,1,1,0,1,0,37,356.0,bronze,0,0
500.0,1,1,0,1,0,59,444.0,silver,1,1
500.0,0,0,0,1,0,48,375.0,free,0,0
225.0,0,1,3,4,0,60,300.0,bronze,0,0
277.0,0,1,0,999,0,43,182.0,bronze,0,0
375.0,0,0,0,1,0,27,500.0,bronze,0,1
500.0,1,1,8,1,0,37,282.0,silver,1,0
210.0,1,1,1,19,0,60,499.0,bronze,1,0
457.0,1,1,2,6,0,52,500.0,bronze,0,0
457.0,1,1,2,6,0,52,500.0,bronze,0,0
457.0,1,1,2,6,0,52,500.0,bronze,0,0
457.0,1,1,2,6,0,52,500.0,bronze,0,0
500.0,1,1,0,9,1,59,440.0,gold_special,1,0
86.0,1,0,0,1,0,44,500.0,free,0,0
375.0,0,0,0,1,0,42,500.0,bronze,0,1
375.0,1,0,0,1,0,56,500.0,bronze,0,0
150.0,1,1,0,10,0,52,150.0,bronze,1,0
500.0,1,1,0,1,0,46,375.0,bronze,0,1
311.0,1,1,0,3,0,60,350.0,bronze,1,1
500.0,0,0,0,11,0,44,375.0,free,0,0
391.0,1,0,0,1,0,52,500.0,bronze,0,1
477.0,1,1,0,2,0,47,372.0,bronze,1,1
500.0,0,0,0,1,0,60,368.0,bronze,0,1
333.0,0,0,1,1,0,26,500.0,free,0,0
375.0,0,0,0,1,0,34,500.0,bronze,0,0
500.0,1,0,0,1,0,32,375.0,free,1,1
300.0,1,1,1,1,0,58,187.0,bronze,1,1
247.0,0,1,0,4,0,60,390.0,gold,0,1
375.0,0,0,0,1,0,33,500.0,bronze,0,1
375.0,1,1,4,2,0,52,500.0,silver,0,1
488.0,0,1,0,1,0,30,500.0,bronze,0,0
500.0,1,1,0,1,0,18,375.0,free,0,0
500.0,1,0,0,1,0,38,341.0,bronze,0,0
375.0,0,0,0,1,0,47,500.0,free,0,0
375.0,1,1,0,1,0,57,500.0,bronze,1,0
286.0,1,1,3,1,0,15,319.0,bronze,0,1
500.0,1,0,0,1,0,58,375.0,bronze,1,0
295.0,1,1,0,3,0,60,394.0,bronze,0,0
500.0,1,0,0,1,0,31,375.0,free,0,0
500.0,1,1,4,1,0,60,442.0,silver,1,1
374.0,1,0,0,1,0,57,500.0,bronze,0,1
299.0,1,1,19,181,1,58,500.0,gold_special,0,0
256.0,1,1,0,1,0,53,390.0,silver,0,1
375.0,1,0,0,1,0,52,500.0,free,0,1
375.0,0,0,0,1,0,46,500.0,free,0,0
375.0,0,0,0,1,0,59,500.0,silver,0,0
332.0,0,0,0,1,0,33,500.0,free,0,0
331.0,1,1,2,6,0,60,500.0,silver,0,1
375.0,0,1,0,1,0,60,500.0,bronze,0,0
500.0,0,1,1,1,0,28,375.0,bronze,0,0
500.0,0,1,0,1,0,49,375.0,bronze,0,0
500.0,1,0,0,1,0,51,375.0,bronze,0,1
375.0,1,0,0,1,0,59,500.0,free,0,0
375.0,1,1,1,2,0,50,500.0,bronze,0,0
500.0,0,1,1,5,0,42,186.0,bronze,1,1
281.0,1,1,0,1,0,52,500.0,bronze,0,0
179.0,0,1,0,1,0,55,282.0,bronze,0,0
500.0,0,0,0,1,0,33,375.0,bronze,0,0
280.0,0,1,0,1,0,54,500.0,free,0,1
250.0,1,0,0,1,0,45,250.0,bronze,0,1
500.0,1,0,0,1,0,14,375.0,bronze,0,0
375.0,0,1,0,1,0,36,500.0,bronze,0,1
500.0,0,0,0,1,0,52,375.0,bronze,0,0
375.0,0,0,0,1,0,37,500.0,bronze,0,1
375.0,0,0,0,1,0,22,500.0,free,0,0
500.0,0,0,0,1,0,41,375.0,free,0,0
375.0,1,0,0,1,0,31,500.0,bronze,0,0
311.0,0,0,0,1,0,53,223.0,free,0,0
271.0,0,1,24,31,0,57,325.0,bronze,0,1
375.0,0,0,0,1,0,34,500.0,free,0,1
500.0,0,1,2,2,0,40,500.0,silver,0,1
352.0,1,1,0,6,0,46,283.0,bronze,1,1
261.0,1,1,0,4,0,60,400.0,bronze,1,1
454.0,1,1,0,1,0,51,500.0,bronze,1,1
500.0,1,1,0,1,0,57,322.0,bronze,1,1
375.0,0,0,0,1,0,16,500.0,free,0,0
374.0,0,0,0,1,0,18,500.0,bronze,0,0
375.0,0,0,1,1,0,18,500.0,free,0,0
375.0,1,1,2,1,0,59,500.0,bronze,1,0
281.0,1,1,1,1,0,31,500.0,bronze,1,1
500.0,0,0,0,1,0,25,375.0,free,0,1
375.0,0,1,0,1,0,24,500.0,bronze,0,1
250.0,1,0,0,1,0,41,250.0,bronze,0,1
500.0,0,1,0,4,0,59,393.0,bronze,1,0
340.0,1,1,0,123,0,54,410.0,bronze,0,1
385.0,0,1,3,5,0,56,500.0,bronze,0,0
375.0,1,1,0,1,0,52,500.0,bronze,1,0
500.0,1,0,0,1,0,50,500.0,free,0,1
500.0,1,1,79,17,0,57,500.0,gold,0,0
375.0,0,0,0,1,0,28,500.0,bronze,1,1
231.0,0,1,0,1,0,46,149.0,bronze,0,1
500.0,0,1,0,1,0,41,280.0,bronze,0,0
500.0,1,0,0,1,0,59,334.0,free,1,1
500.0,0,0,0,1,0,36,375.0,bronze,0,0
375.0,1,1,0,1,0,47,500.0,bronze,0,1
333.0,1,1,2,1,0,56,500.0,bronze,0,0
500.0,0,1,1,9,0,53,500.0,bronze,0,0
375.0,1,1,0,5,0,59,500.0,bronze,1,1
375.0,0,0,1,4,0,21,500.0,bronze,0,0
500.0,1,0,0,1,0,29,375.0,bronze,1,1
500.0,1,1,0,1,0,49,375.0,bronze,1,1
407.0,1,1,0,1,0,37,288.0,bronze,1,1
490.0,0,1,0,1,0,24,244.0,bronze,0,0
238.0,0,1,3,7,1,60,500.0,gold_special,0,1
320.0,1,1,0,3,0,55,240.0,bronze,1,1
111.0,1,1,0,1,0,51,72.0,bronze,1,1
333.0,0,1,0,1,0,15,500.0,free,0,1
500.0,1,0,0,1,0,29,375.0,bronze,1,0
375.0,0,0,0,1,0,60,500.0,free,0,1
197.0,0,1,1,9,0,47,282.0,bronze,1,0
500.0,1,0,1,1,0,56,375.0,bronze,0,1
375.0,0,1,3,47,0,60,500.0,bronze,0,1
447.0,0,1,0,1,0,50,500.0,bronze,0,1
333.0,0,0,0,1,0,54,500.0,bronze,0,0
500.0,1,1,0,1,0,59,500.0,bronze,1,0
500.0,0,0,0,1,0,37,375.0,free,0,0
500.0,0,1,1,250,0,54,500.0,bronze,0,1
500.0,0,1,1,250,0,54,500.0,bronze,0,1
500.0,0,1,1,250,0,54,500.0,bronze,0,1
500.0,0,1,1,250,0,54,500.0,bronze,0,1
500.0,0,1,1,250,0,54,500.0,bronze,0,1
280.0,1,1,0,5,0,60,280.0,bronze,1,1
500.0,0,1,0,10,0,60,281.0,bronze,0,0
375.0,0,0,0,1,0,23,500.0,free,0,0
361.0,1,0,0,1,0,60,500.0,bronze,0,1
375.0,0,1,0,1,0,32,500.0,free,0,0
500.0,0,0,0,1,0,54,375.0,free,0,1
500.0,0,0,0,1,0,32,375.0,bronze,0,1
375.0,1,0,0,1,0,52,500.0,bronze,0,1
500.0,1,0,0,1,0,59,375.0,bronze,1,1
270.0,1,1,0,5,0,47,202.0,bronze,0,0
270.0,1,1,0,5,0,47,202.0,bronze,0,0
270.0,1,1,0,5,0,47,202.0,bronze,0,0
270.0,1,1,0,5,0,47,202.0,bronze,0,0
270.0,1,1,0,5,0,47,202.0,bronze,0,0
373.0,0,0,0,1,0,30,500.0,bronze,0,0
500.0,0,0,0,1,0,36,500.0,bronze,0,0
500.0,0,1,0,1,0,60,281.0,free,0,0
375.0,1,0,0,1,0,59,500.0,free,0,0
490.0,1,1,2,3,0,42,500.0,gold,1,1
375.0,1,0,0,1,0,17,500.0,bronze,1,1
375.0,0,0,0,20,0,44,500.0,bronze,0,0
375.0,0,0,0,1,0,30,500.0,bronze,0,1
500.0,1,1,0,1,0,60,394.0,bronze,0,1
375.0,1,0,0,1,0,53,500.0,free,0,1
493.0,1,1,1,5,0,21,500.0,bronze,1,1
500.0,0,0,1,1,0,41,203.0,bronze,0,0
500.0,1,1,0,100,0,48,441.0,bronze,0,1
500.0,0,1,0,1,0,52,500.0,bronze,0,0
500.0,0,1,0,1,0,18,347.0,bronze,0,1
500.0,1,0,0,1,0,36,355.0,bronze,0,1
